,fold_id,model_name,set,accuracy,precision,recall,f1
1734,267,stacked,train,0.912621359223301,0.9215686274509803,0.9038461538461539,0.9126213592233009
1735,267,stacked,test,0.9423076923076923,0.9230769230769231,0.96,0.9411764705882353
1736,268,stacked,train,0.941747572815534,0.9230769230769231,0.96,0.9411764705882353
1737,268,stacked,test,0.8846153846153846,0.9565217391304348,0.8148148148148148,0.8800000000000001
1738,269,stacked,train,0.9423076923076923,0.9423076923076923,0.9423076923076923,0.9423076923076923
1739,269,stacked,test,0.8431372549019608,0.7931034482758621,0.92,0.851851851851852
1740,270,stacked,train,0.9514563106796117,0.9767441860465116,0.9130434782608695,0.9438202247191011
1741,270,stacked,test,0.9038461538461539,0.9642857142857143,0.8709677419354839,0.9152542372881356
1742,271,stacked,train,0.9320388349514563,0.9411764705882353,0.9230769230769231,0.9320388349514563
1743,271,stacked,test,0.8269230769230769,0.8333333333333334,0.8,0.816326530612245
1744,272,stacked,train,0.9134615384615384,0.9122807017543859,0.9285714285714286,0.9203539823008849
1745,272,stacked,test,0.8823529411764706,0.8260869565217391,0.9047619047619048,0.8636363636363636
1746,273,stacked,train,0.9223300970873787,0.896551724137931,0.9629629629629629,0.9285714285714286
1747,273,stacked,test,0.9423076923076923,0.9166666666666666,0.9565217391304348,0.9361702127659574
1748,274,stacked,train,0.9611650485436893,0.9574468085106383,0.9574468085106383,0.9574468085106385
1749,274,stacked,test,0.8846153846153846,0.875,0.9333333333333333,0.9032258064516129
1750,275,stacked,train,0.9230769230769231,0.9245283018867925,0.9245283018867925,0.9245283018867925
1751,275,stacked,test,0.8431372549019608,0.9,0.75,0.8181818181818182
1752,276,stacked,train,0.941747572815534,0.9259259259259259,0.9615384615384616,0.9433962264150944
1753,276,stacked,test,0.8269230769230769,0.8076923076923077,0.84,0.8235294117647058
1754,277,stacked,train,0.9223300970873787,0.9361702127659575,0.8979591836734694,0.9166666666666666
1755,277,stacked,test,0.8846153846153846,0.8666666666666667,0.9285714285714286,0.896551724137931
1756,278,stacked,train,0.9615384615384616,0.9622641509433962,0.9622641509433962,0.9622641509433962
1757,278,stacked,test,0.9019607843137255,0.9523809523809523,0.8333333333333334,0.888888888888889
1758,279,stacked,train,0.9320388349514563,0.9423076923076923,0.9245283018867925,0.9333333333333333
1759,279,stacked,test,0.8846153846153846,0.9090909090909091,0.8333333333333334,0.8695652173913043
1760,280,stacked,train,0.941747572815534,0.9444444444444444,0.9444444444444444,0.9444444444444444
