,fold_id,model_name,set,accuracy,precision,recall,f1,auc
1178,79,svc,train,0.9397590361445783,0.9393939393939394,0.9117647058823529,0.9253731343283583,0.9590836334533814
1179,79,svc,test,0.896,0.8333333333333334,0.9433962264150944,0.8849557522123894,0.8970125786163523
1180,80,svc,train,0.932,0.92,0.9108910891089109,0.9154228855721394,0.9436175161140274
1181,80,svc,test,0.967741935483871,0.9807692307692307,0.9444444444444444,0.9622641509433962,0.9644179894179895
1182,81,svc,train,0.9036144578313253,0.8666666666666667,0.900990099009901,0.8834951456310681,0.9326665774685576
1183,81,svc,test,0.952,0.9285714285714286,0.9629629629629629,0.9454545454545454,0.9761345852895149
1184,82,svc,train,0.9357429718875502,0.9174311926605505,0.9345794392523364,0.925925925925926,0.9607081742793209
1185,82,svc,test,0.896,0.8431372549019608,0.8958333333333334,0.8686868686868686,0.9208603896103896
1186,83,svc,train,0.944,0.9313725490196079,0.9313725490196079,0.9313725490196079,0.9570084790673027
1187,83,svc,test,0.9193548387096774,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.9103109221365931
1188,84,svc,train,0.9397590361445783,0.9158878504672897,0.9423076923076923,0.928909952606635,0.955736074270557
1189,84,svc,test,0.896,0.8653846153846154,0.8823529411764706,0.8737864077669903,0.9277954425013248
1190,85,svc,train,0.9116465863453815,0.8990825688073395,0.8990825688073395,0.8990825688073395,0.9377129750982963
1191,85,svc,test,0.936,0.8653846153846154,0.9782608695652174,0.9183673469387755,0.9665657677490369
1192,86,svc,train,0.932,0.9,0.9278350515463918,0.9137055837563451,0.9520921770770164
1193,86,svc,test,0.9193548387096774,0.9137931034482759,0.9137931034482759,0.9137931034482759,0.9200626959247649
1194,87,svc,train,0.9196787148594378,0.9117647058823529,0.8942307692307693,0.9029126213592232,0.9384615384615386
1195,87,svc,test,0.976,0.9615384615384616,0.9803921568627451,0.970873786407767,0.9611817700052994
